83, male, Arunachal_Pradesh, 9081303770, 156.11846391662164, 63.835106884326656
76, female, Chhattisgarh, 9237886313, 154.04143795314957, 75.5930216746535
98, female, Himachal_Pradesh, 9776969716, 164.162437110679, 66.85787796168552
51, male, Chhattisgarh, 9273118638, 165.95696410805564, 68.69284573885793
83, male, Tripura, 7002068831, 150.72482820250545, 66.82223236530135
92, male, Telangana, 9291325556, 174.97393045571954, 70.65179120939739
57, male, Odisha, 6057395604, 172.70201981370676, 78.21731394396626
19, male, Tripura, 6458386986, 149.69816209571243, 75.32920924071742
2, male, Karnataka, 7204150926, 142.79152042678183, 63.873469214384585
56, male, Tripura, 9311592753, 167.76694630717958, 71.59295857853445
33, female, Tripura, 8842580794, 162.47659519160865, 68.68316795763558
8, female, Andhra_Pradesh, 8008515350, 154.2896044399966, 68.88444274938588
37, male, Assam, 7764087428, 189.16427291807375, 73.35815809875201
50, female, Jharkhand, 9704248077, 154.12697963656535, 71.98920885123212
100, female, Gujarat, 6289563354, 164.19929773833258, 72.35833350379053
99, female, Sikkim, 6538496542, 150.30353288405502, 72.50169508893396
10, male, Gujarat, 7612170521, 168.20912559112313, 71.59728335871043
33, female, Manipur, 7855404997, 156.33596475315767, 61.59713851772604
2, female, Karnataka, 9644982242, 174.33509001263738, 69.65695296891106
83, female, Sikkim, 8674757811, 167.8208034639576, 72.19127193056747
44, male, Chhattisgarh, 9428396393, 167.7321641547228, 73.36993716183703
39, male, Chhattisgarh, 9608649209, 162.63130817362935, 74.27353919164096
47, female, Jharkhand, 6008092461, 162.77930360343768, 69.4002746145267
47, female, Himachal_Pradesh, 6559836005, 156.9060086662147, 75.19580801862129
48, female, Punjab, 9510706444, 140.83229641364656, 68.52159093486664
34, male, Andhra_Pradesh, 8005023374, 144.55231176013498, 76.05605354485913
67, female, Bihar, 9789463617, 175.34020076059986, 68.10157152375973
15, male, Maharashtra, 6188271174, 177.5317323881565, 66.85294491936425
80, male, Punjab, 9991773326, 162.5051362826445, 75.36851702849293
17, male, Telangana, 7982437244, 155.1489894003017, 74.548849182712
29, female, Gujarat, 9020048681, 155.5070437792533, 60.49623215237391
18, female, Assam, 6264478025, 158.5461141173901, 72.1626581281751
99, female, Bihar, 8936979980, 155.4402568318272, 67.84415154474725
27, female, Punjab, 9154923693, 162.70009404530757, 78.31640300343727
79, male, West_Bengal, 8931451169, 154.3323502462511, 75.41009776178664
9, male, Meghalaya, 6402774651, 151.02789947131933, 68.29924819252427
98, male, Tripura, 9253035888, 174.191286276882, 67.75746686768379
91, female, Assam, 7079577533, 139.8918969097333, 67.60693581509365
23, male, Odisha, 7617339644, 163.28239256110402, 77.59090954141261
20, female, Uttarakhand, 8961992327, 179.42377514770317, 65.16407657409071
23, female, Kerala, 8194039536, 169.36022534282236, 63.599051936396116
22, male, Tripura, 9017226647, 166.42377215936466, 71.53546105302654
19, male, Assam, 6582405842, 184.89360271995534, 71.00995086342301
64, male, West_Bengal, 7877226240, 164.6133344408624, 73.51288127587713
87, male, Karnataka, 7658596975, 164.69389449268334, 68.02446018752475
29, female, Jharkhand, 8862202564, 161.77052502333606, 72.71296135380625
6, female, Mizoram, 8353056602, 160.43014584398833, 66.39185281059308
7, male, Punjab, 7536385815, 170.4256110895262, 72.54080474224135
7, female, Rajasthan, 9908091387, 168.76677802426633, 68.75742078452133
53, male, Manipur, 9918083156, 171.23820440447747, 68.6968501301641
58, female, Haryana, 9600204250, 152.31929132824382, 77.21504844245375
12, male, Odisha, 9921757198, 170.79919424972002, 65.96303644739176
30, male, Kerala, 7476674078, 178.33875213197743, 75.56590677605533
29, male, Tamil_Nadu, 6579832437, 168.85927142132167, 67.33576809368112
66, female, Manipur, 8967875184, 146.44124959773904, 66.72330725944525
97, male, Uttar Pradesh, 7165007917, 170.24037866086755, 70.49275383603846
77, female, Chhattisgarh, 8707567938, 162.05824396801177, 69.68430991787353
45, male, Andhra_Pradesh, 9879519981, 158.4112535189383, 74.56660677462082
97, female, Meghalaya, 7087909028, 170.28731398715502, 64.61139376860585
97, male, Rajasthan, 9097498928, 171.8110114966929, 71.67567842743428
86, female, Tamil_Nadu, 6667400947, 165.56064758443736, 67.59839611583466
59, female, Odisha, 8533584489, 143.83295022687707, 74.09284069975065
96, male, Andhra_Pradesh, 9513713320, 167.65995539786726, 72.76146484404727
61, female, Odisha, 9155448959, 169.15944087694325, 68.39395832310085
26, male, Manipur, 9391945572, 151.60704801331516, 68.60240614894421
58, female, Madhya_Pradesh, 8108576024, 158.33009252531386, 76.87280153666427
78, male, Andhra_Pradesh, 6662871741, 183.25436527676297, 74.64000179208954
28, male, Goa, 9483402987, 153.9379072297119, 68.64175555120524
55, male, Sikkim, 8978445453, 157.64453943804602, 77.99554870906437
40, female, Tripura, 6221822839, 174.6061018221299, 71.24061089105895
17, male, Arunachal_Pradesh, 6345501592, 164.07036363718555, 78.81618184739473
77, female, Punjab, 7968483910, 163.34510023984254, 71.5581655238173
41, female, Assam, 7619664315, 153.01103948620295, 75.37425683951959
82, female, Uttar Pradesh, 7881585036, 153.91270280800904, 67.89532956716849
70, male, Uttarakhand, 6531698915, 154.9520793271534, 66.01607862781434
11, male, Assam, 7706188630, 154.97733840981672, 70.98356605947038
100, female, Haryana, 7951093446, 168.74764960740325, 67.27408549050122
74, female, Sikkim, 8984139675, 161.7546687632634, 64.98080150208493
43, female, Rajasthan, 9534700525, 133.7402894843501, 61.866899909922196
13, female, Himachal_Pradesh, 9559944971, 161.51006048915377, 59.092989549849385
48, female, Bihar, 8857513532, 162.96207850371243, 70.99072165318597
60, male, Sikkim, 9398568643, 182.90816990293234, 70.84255663401375
58, female, Jharkhand, 7637099309, 149.91463775517275, 60.412277293694686
100, male, Karnataka, 8324156166, 157.480201020286, 64.89574412103717
28, female, Kerala, 7800130013, 154.2669311800248, 78.18243040517399
57, female, Jharkhand, 6439365515, 155.3131508972065, 75.52680453395891
73, male, Jharkhand, 8412762318, 158.51834125351579, 70.03595354502613
66, male, Maharashtra, 7712899781, 174.62908025231982, 79.90235570287405
33, female, Karnataka, 8411584119, 155.55974430085496, 68.58887128847789
3, female, Karnataka, 9502599462, 171.2016323598495, 77.50544520685864
95, female, Punjab, 6165717648, 155.28961702244126, 63.96129212292727
31, female, Maharashtra, 8365378748, 168.9557364791984, 66.3948697364387
3, male, Rajasthan, 7512358093, 141.79956392311414, 62.88012022354307
35, male, Chhattisgarh, 6181685067, 165.9267481581823, 81.72707267867177
53, male, Uttarakhand, 9966962014, 186.13534721608107, 71.13912255008003
8, male, Goa, 7731773851, 157.09788817942803, 71.04271052991915
2, female, Arunachal_Pradesh, 8602338211, 164.7308795052918, 68.97891773509366
40, female, Karnataka, 9035992661, 150.9064632580884, 68.49427832327001
40, male, Kerala, 8906794848, 163.3784748369055, 71.00117080707648
55, male, West_Bengal, 6023663906, 160.65023242795908, 68.86693076523622
75, male, Manipur, 7150011915, 169.29473150653948, 73.64176203904414
99, female, Chhattisgarh, 8366766424, 161.744089753105, 59.80918263382573
47, female, Bihar, 8492453257, 149.61481469822698, 73.65576507119754
93, female, Meghalaya, 9660137507, 151.68956784611797, 82.63975765578178
30, female, Nagaland, 6822021590, 161.72799833345022, 64.48953533197158
12, female, Maharashtra, 8541580367, 155.88507764044422, 67.94563248858309
99, male, Telangana, 7116336581, 163.81320506547988, 74.43270727031954
8, female, Telangana, 7638726642, 171.7902882587734, 67.36067642252979
36, male, Uttarakhand, 7136980290, 172.9995947201106, 68.34314241617953
82, female, Bihar, 7288349895, 162.37850921804588, 70.01895560610976
92, male, Manipur, 7576503612, 162.42473490012227, 74.87328291571434
19, female, Bihar, 6076511640, 157.99126334621658, 69.29756054425212
76, male, Bihar, 6199573883, 149.44278179059705, 62.94125203572246
1, male, Tamil_Nadu, 9326610488, 162.94005472562063, 75.83936831906821
78, male, Chhattisgarh, 9911173225, 171.29594327636798, 67.85160902793135
78, female, Punjab, 6887712833, 169.21540209551392, 66.89739749180097
86, male, Telangana, 8997287815, 146.5942865114448, 74.13303915338875
83, female, Chhattisgarh, 8549377525, 146.78667645201446, 61.24957954556102
66, male, Odisha, 7359380691, 153.8289648238207, 70.86788369126639
2, male, Goa, 7932471121, 151.69759429563894, 74.70083418375646
93, female, Gujarat, 8209179298, 176.4566594712995, 66.22104738874462
95, male, Gujarat, 9376971019, 175.42145273758186, 78.43437959558625
46, male, Goa, 6701051191, 156.0873844835055, 77.04191433051339
37, male, Assam, 8608831823, 150.31564458889852, 71.49091999582913
71, male, Manipur, 8040771371, 162.56067397236885, 68.85834015503727
100, female, West_Bengal, 7797560190, 160.26519254044203, 61.490935914775676
66, male, Tripura, 9661072786, 140.94063432504328, 70.71698296079985
13, female, Himachal_Pradesh, 9078906881, 155.77627931892985, 73.84448720983912
68, female, Karnataka, 9446322653, 140.98502664131476, 72.76000489204472
100, female, Madhya_Pradesh, 7162849747, 158.91202553788062, 68.17893132821361
36, female, Madhya_Pradesh, 8192628667, 164.3483499242895, 70.9738586760214
97, male, Goa, 7793051451, 152.10779986630317, 76.01598670642271
38, female, Goa, 8002544916, 158.7826578804377, 64.93077569579836
3, male, Himachal_Pradesh, 7839738363, 165.18938801260379, 61.38715892963376
26, female, West_Bengal, 6497517261, 155.54288157756562, 79.5205571460237
46, male, Uttarakhand, 8173281544, 157.8673138466394, 56.81477660020981
21, female, Andhra_Pradesh, 8905974209, 168.24682009950408, 79.80238157029736
68, male, Manipur, 6639942232, 162.39684368641122, 68.51930562276114
23, male, Karnataka, 9651213694, 154.20426456162505, 70.75782790569906
19, male, Chhattisgarh, 8940454707, 148.9187128991761, 68.85637334428155
19, female, Karnataka, 9906415904, 170.8683898955014, 69.86123358702085
38, male, Meghalaya, 9877599667, 149.5800349096383, 59.23237088636101
53, female, West_Bengal, 8989887645, 169.73333558824925, 72.96733474469309
18, male, Kerala, 9013844754, 165.74366737461796, 72.90402902980865
58, female, Haryana, 8717051040, 173.5266576237178, 69.15150230165894
7, male, Gujarat, 7236265336, 154.31100747667617, 73.8324669073709
99, male, Himachal_Pradesh, 7775563679, 144.66422580626363, 61.48120393911195
25, male, Kerala, 6789705403, 164.0046262026467, 67.56276367322326
2, female, Assam, 9420706605, 170.54719172284467, 59.36392308275171
41, female, Goa, 6796209898, 161.63632542794613, 60.11948892078545
84, female, Andhra_Pradesh, 8342122008, 147.7833038473472, 68.80926692609448
48, male, Punjab, 9022975054, 161.79691001920858, 64.00324297420967
9, female, Rajasthan, 8710240141, 170.92663607940563, 66.31966242664116
73, male, Gujarat, 8807223313, 169.52355955034002, 70.36635324970374
44, female, Odisha, 7994468902, 167.8138054734459, 69.54459737055444
84, female, Meghalaya, 6320071892, 167.17509939710217, 72.89763791780176
17, female, Arunachal_Pradesh, 6274235810, 158.52986107938383, 67.38981525912135
53, male, Manipur, 9506850531, 153.04779982430446, 71.13140459264646
4, male, Tamil_Nadu, 7148878931, 148.02086284317107, 70.33214487830837
53, female, Jharkhand, 9751443507, 158.53297979909016, 74.1010071184082
27, female, Mizoram, 6965433901, 168.23238296568485, 67.42985966336727
27, male, Mizoram, 8187079312, 170.61429233377203, 68.82059817537764
16, male, Jharkhand, 7848188437, 154.17626763610556, 61.60311243900645
12, male, Himachal_Pradesh, 6275080342, 154.1088424652999, 61.081522288994
62, male, Tripura, 9463756442, 171.37483941325823, 72.50107338917708
86, male, Nagaland, 6666289275, 151.00143070121533, 71.36821227116282
6, male, Arunachal_Pradesh, 7224907976, 153.6531986399644, 70.97048965441499
94, female, Assam, 6278642552, 160.27476484338402, 68.63444609286184
80, female, Arunachal_Pradesh, 6540350488, 155.30806142475436, 68.70582036560488
72, female, Tamil_Nadu, 6238318703, 166.74051209535452, 63.08545325345108
10, male, Goa, 7665464701, 148.93353823465785, 69.67710357143137
22, male, Karnataka, 6443023868, 176.76869569697357, 75.45870621378114
26, female, Arunachal_Pradesh, 6726750796, 146.87533132637873, 73.74668344046128
31, male, Maharashtra, 8956059696, 136.3388100933048, 69.44086828578982
73, female, Mizoram, 8565516984, 157.67699619331026, 68.7915784452301
62, female, Karnataka, 6773185582, 150.66133546934321, 72.15331502662237
42, male, Nagaland, 6477342865, 144.21589926381859, 62.80215154746382
79, male, Jharkhand, 7368340407, 156.8805440284633, 76.0234480264674
9, male, Assam, 9968538226, 157.81883352144646, 72.67673173099512
85, female, Sikkim, 7859200584, 168.75851948455002, 60.99019275223094
5, female, Mizoram, 9253247409, 150.45395892938114, 62.27534951544788
16, female, Chhattisgarh, 8289580852, 159.52968064010796, 65.6330474706327
19, male, Madhya_Pradesh, 6264532854, 159.01566523467528, 71.62326651782982
37, male, Himachal_Pradesh, 8202758487, 162.76126794010534, 70.08119097431249
17, male, Manipur, 9197384546, 167.96551361440356, 59.45516312548961
84, male, Haryana, 6151323247, 165.08162821800636, 65.96799180163075
18, female, Karnataka, 7799411734, 180.91890133396333, 74.28854349477857
90, female, Uttar Pradesh, 7496526087, 159.2667866249105, 67.27830611786699
75, female, Madhya_Pradesh, 8550704037, 164.0004113333433, 71.9240749203201
59, male, Manipur, 9686416935, 163.11842269984655, 63.748963488496074
44, female, Madhya_Pradesh, 8450215218, 153.98075362229403, 65.28784080401222
23, male, West_Bengal, 8703929677, 157.72693774328033, 65.44296868676606
54, female, Gujarat, 6338538771, 155.70647386751506, 69.2483359997046
86, female, Telangana, 9915711686, 162.17949372563862, 74.38602072293727
2, male, Uttar Pradesh, 8256348357, 157.57518360846427, 66.33605067302032
21, female, Goa, 8843493066, 165.15063346173778, 71.28949286628807
14, female, Punjab, 7020418030, 161.2734890795505, 65.69183187137988
91, male, Sikkim, 6463604587, 161.2864079403404, 81.68264484722283
49, male, Madhya_Pradesh, 9999517840, 168.91311903713637, 69.15098732028672
81, female, Jharkhand, 6666358154, 159.2562558860979, 68.93216820426319
89, male, Rajasthan, 8449636960, 153.71085908775888, 64.95167004219417
77, female, Assam, 9180626944, 155.26445227212176, 71.19966205470716
10, female, Mizoram, 8751361791, 169.7263037388621, 62.68743678771606
47, male, Tamil_Nadu, 8011499203, 166.35452225486105, 70.98599504030803
56, female, Jharkhand, 9143384327, 138.66359003450032, 74.49565365765027
41, female, Mizoram, 7350252203, 161.28978344168036, 76.4515759741443
16, male, Mizoram, 9238697917, 162.41706516364854, 77.80199242258993
63, male, Assam, 7370415154, 167.32316160727618, 73.8624388331734
91, male, Uttar Pradesh, 8775358109, 161.66200834531855, 66.41545127190231
66, male, Arunachal_Pradesh, 8798048597, 162.15283293538593, 75.23225897763727
84, male, Uttar Pradesh, 6351938519, 164.60551437463806, 74.97890156757349
91, female, Tripura, 7386575585, 162.30089583541837, 64.90860648820525
21, male, Uttar Pradesh, 9805760735, 159.65877225307156, 63.92558664804622
57, male, West_Bengal, 9676840663, 152.53115527068823, 70.08859176838409
84, male, Meghalaya, 6862110861, 183.39563838728364, 61.82874737706191
50, male, Jharkhand, 7900614893, 167.15960526502508, 71.49035691082547
7, male, Telangana, 8462660924, 173.70542982483065, 68.63996759636734
68, female, Tripura, 6813174914, 172.61147844008232, 62.96573400617076
73, female, Assam, 8541281258, 157.97842281594765, 74.540059087617
78, female, Gujarat, 6773964050, 164.11238160393148, 75.99600198027419
82, male, Tamil_Nadu, 9308420435, 165.52896800766985, 69.3985713703256
57, female, Assam, 7805419575, 151.62882435070077, 61.169094623245236
56, male, Telangana, 6830007836, 162.9260639136068, 61.61930003442015
16, male, Telangana, 9883739302, 154.11383732350194, 66.10336825580627
30, male, Haryana, 8134058084, 154.0771687994762, 65.13972444371718
1, female, Karnataka, 9060490411, 154.4672340179475, 67.55475670926639
14, female, Bihar, 9575497112, 173.61269668646244, 61.00922082579135
1, male, Mizoram, 6319184472, 149.41545138422512, 71.00611540919535
1, female, Karnataka, 7962700904, 184.84978881820683, 68.67438506139496
1, female, Meghalaya, 6240135458, 151.60750699841552, 72.4757448139234
80, male, Maharashtra, 9119634335, 157.09562458784876, 68.57969399482265
76, female, West_Bengal, 7899711645, 150.5235857604309, 65.30585283590753
30, male, Bihar, 6250331516, 167.24424792939223, 80.14991917749151
67, female, Assam, 9537219349, 165.07481594185296, 63.96231390649064
10, female, Madhya_Pradesh, 7395556778, 153.70508755226012, 70.62445993761179
1, female, Goa, 9250973718, 158.95855773783916, 76.94835556543583
47, male, Maharashtra, 9902794775, 159.15585397690813, 68.88417040068086
25, male, Tripura, 7655563257, 159.73919638956662, 71.82195662260058
81, male, Maharashtra, 8173667593, 158.04771519548473, 68.78140537423187
31, female, Kerala, 6412532640, 145.5998659733466, 65.73467377357107
10, male, Manipur, 6520606582, 145.56926082545215, 60.34385537573331
84, female, Telangana, 6215160402, 161.9788676695263, 76.62206540599075
61, male, Madhya_Pradesh, 9115958793, 147.2538139148398, 66.68773700897313
24, male, Tamil_Nadu, 6402892601, 182.71242466781956, 74.36225025372815
90, male, Punjab, 6328174050, 153.68983495538637, 76.82264064369531
10, female, Punjab, 7818850309, 172.173474921863, 67.94035095558274
23, female, Haryana, 9332509676, 144.05607662224998, 74.16880625006593
12, female, Tripura, 6509891682, 163.4131243534961, 73.80217815313645
77, male, Tamil_Nadu, 9498319626, 158.49452924090969, 63.96419143372207
80, male, Nagaland, 8196139248, 171.5809597718852, 75.9564266497474
64, male, Uttarakhand, 9425645386, 172.78684242301856, 72.06325481053796
37, male, Maharashtra, 7991398199, 149.51138026808098, 72.24459623510846
54, male, Nagaland, 9644100182, 165.52239316504964, 69.78509464400446
15, male, Gujarat, 8517021140, 158.14278485390275, 74.97409629216351
83, male, Uttar Pradesh, 8104467078, 160.01383029845337, 68.64554611208054
11, female, Goa, 9750368390, 137.9680649912139, 75.52013172458537
50, female, Chhattisgarh, 9780353023, 153.8130273903343, 60.61296713508779
91, female, Bihar, 9976144232, 158.91398795935416, 56.987168917015005
95, female, Goa, 8535170582, 177.8540945082579, 65.62843592646153
18, female, Chhattisgarh, 7365832048, 161.3680941117469, 60.225808747878645
21, male, Goa, 6464055223, 170.51377279485354, 76.1812713122914
4, male, Nagaland, 9719510636, 155.60594137719863, 75.41395819463739
66, male, Manipur, 9882556567, 169.39706686391685, 72.32526154578343
61, female, Punjab, 9372220373, 167.87752470859033, 67.19639959420844
54, male, Jharkhand, 6065584330, 160.91552768334807, 67.28604650566555
72, male, Arunachal_Pradesh, 7706062289, 152.35129020792496, 68.88597249271635
35, male, Karnataka, 8450748204, 166.10575010513702, 79.7600109099492
38, female, Maharashtra, 6734029729, 166.1718644406245, 63.519132068745456
73, female, West_Bengal, 7500295825, 175.70798032248078, 73.20785872769088
30, female, Arunachal_Pradesh, 9541311519, 165.3871806325338, 63.108589466594445
69, male, Haryana, 8005818000, 159.64348015917847, 63.66972157954527
95, female, Mizoram, 6457377042, 164.84958978427443, 74.28012392553256
14, female, Meghalaya, 8996195353, 152.94999955572655, 68.17268347916873
89, female, Uttarakhand, 7968213806, 156.3663420005258, 69.03844216661116
90, male, Meghalaya, 7140359704, 169.6243016399925, 73.51238428706579
23, male, Gujarat, 8418590595, 141.53407767385366, 77.40409066973841
40, female, Assam, 8106334864, 147.59329754994909, 73.66919911800147
24, female, Assam, 8959052024, 161.86725205282823, 73.92243578675017
22, female, Haryana, 8114909642, 164.3628095762499, 67.40114715156545
16, female, Tamil_Nadu, 7299555874, 169.0118411415023, 65.77988664067968
25, female, Uttar Pradesh, 9359551709, 147.37315260439394, 66.95671901059237
25, male, Odisha, 7772131899, 161.856878641629, 66.1174617941819
23, male, Himachal_Pradesh, 9579979130, 152.6325701042826, 71.529918064223
40, male, Uttarakhand, 8527927043, 165.66904879123672, 69.20721297623214
6, male, Tamil_Nadu, 8193075944, 145.25738668789478, 71.7934866128226
82, female, Himachal_Pradesh, 9929371955, 166.6315406931536, 66.73957310560101
72, female, Kerala, 9842009772, 144.77201787397655, 73.61008435314936
87, male, Uttar Pradesh, 9142986969, 148.41615162040165, 75.37827612952022
21, male, Uttarakhand, 6810138417, 143.28514956350662, 67.1195089020349
28, female, Telangana, 7011929481, 164.58166960240007, 73.58551435083051
2, female, Manipur, 9299079587, 153.44172645605758, 73.9707645190544
23, male, Andhra_Pradesh, 9176014752, 175.36249978012927, 67.14662025789139
64, female, Tamil_Nadu, 8425605993, 162.03112729554863, 66.10645227798624
14, male, Haryana, 6585979108, 161.31762449730155, 62.739015031580585
45, male, Telangana, 7857078063, 171.14655714884205, 65.38829292985902
90, female, Sikkim, 6910376632, 167.09311295379428, 71.58715274038279
24, male, Telangana, 9172470277, 163.71979665727764, 70.6470948318984
18, female, Chhattisgarh, 9054595238, 140.9393794153679, 76.11991148270492
72, male, Nagaland, 6597299010, 155.91684404160577, 65.05154549378643
14, female, Nagaland, 6195809529, 160.73248405059957, 70.73498081647033
24, male, Nagaland, 7853361483, 155.28552327551282, 75.77133089285353
85, female, Assam, 9473176916, 142.52069106345547, 71.40020631327587
72, female, Madhya_Pradesh, 7349072530, 166.1093638544257, 70.45825918200539
42, male, Haryana, 8376551700, 164.17690521370469, 77.40511562015452
71, male, Uttar Pradesh, 9806248668, 154.74523437603776, 72.74419055635315
50, female, Manipur, 6739537639, 154.78294881827009, 76.68834506565807
90, female, West_Bengal, 8722531892, 158.00313710242466, 68.0315755605562
77, female, Telangana, 9501534250, 156.50271723051017, 69.2346416418426
79, male, Sikkim, 9106360765, 174.52937289818746, 70.7932348892464
94, female, Sikkim, 6327118912, 147.64466539608898, 66.72490759359563
1, female, Karnataka, 9703532193, 163.26547184652202, 70.3981364745856
80, female, Rajasthan, 9251813094, 164.7107812765022, 60.498284194617874
84, male, Maharashtra, 9441543860, 153.5683169009488, 75.03145298856772
8, male, Goa, 9184514617, 171.06682202309867, 73.2955672363064
30, female, Punjab, 8962057041, 158.0954501111272, 68.75857648176738
96, male, Punjab, 9400994633, 142.3793878540626, 77.52217499880706
32, female, Rajasthan, 7597651350, 153.05793313563748, 55.95897237535526
62, male, Himachal_Pradesh, 8584541586, 174.2612173156819, 70.27531998232493
14, male, Goa, 9268750151, 149.50044173041644, 69.68817974372399
31, male, Nagaland, 7117447550, 157.87709184572654, 69.26354741473378
1, male, Kerala, 7646550461, 162.66523708841032, 71.41391112657018
66, female, Tripura, 6355771508, 164.88756328247624, 67.11630860871813
67, female, Goa, 6411693922, 151.68639970719474, 72.72414073489301
69, female, Bihar, 8091072618, 175.7057927048699, 68.37520082374965
50, female, Bihar, 7346468139, 163.79185006750978, 81.17040245354619
1, male, West_Bengal, 8561294627, 163.6598641048116, 72.6868721807618
90, male, Bihar, 8683009024, 155.16202359796162, 73.69745578096224
17, male, Manipur, 6846891268, 156.0639188028171, 61.35197361818609
93, female, West_Bengal, 8627463650, 158.66905070806274, 69.57887074852216
75, female, Goa, 7826591234, 170.7382143668751, 69.23578755190707
91, male, Sikkim, 7106382353, 175.03413319449697, 58.62545838751624
70, female, Karnataka, 7053077563, 173.76271701858266, 72.17708273678217
8, female, Odisha, 8484959262, 146.7575568650947, 72.67316937652666
78, male, West_Bengal, 6917112799, 156.2793874631293, 72.77270445581776
19, female, Telangana, 7282080471, 141.68356309286807, 76.00551562935658
72, female, Tripura, 7504677353, 164.321243402652, 76.20563455405397
88, male, Himachal_Pradesh, 9001545736, 158.89624859190005, 65.0577906853989
83, male, Madhya_Pradesh, 8277559069, 142.11770445334963, 67.64065492407578
93, female, Haryana, 9574478981, 160.6134004704397, 66.87944144148751
35, male, Rajasthan, 6855024712, 153.68208442851497, 76.03290214234985
27, male, Madhya_Pradesh, 9696369843, 165.22114838768337, 69.77015083161865
23, male, Uttar Pradesh, 9727657102, 150.55418186164007, 69.15519467160418
43, male, Telangana, 6440611925, 164.0365123724182, 69.29947147637752
49, male, Telangana, 6748941982, 152.81438373538384, 68.86687657342185
88, male, Himachal_Pradesh, 9243843148, 181.9242907311599, 69.69148618063282
67, male, Rajasthan, 8625039124, 169.3782189750314, 70.02071265918273
30, male, Punjab, 7550268289, 154.9883101447705, 66.35407109254433
56, male, Gujarat, 6141006171, 160.25240210493862, 72.17897412916187
98, male, Himachal_Pradesh, 6864611798, 173.22627756148546, 72.06963197807659
71, female, Tripura, 6891577831, 160.18140699928148, 73.97922712079264
24, male, Karnataka, 6917264534, 150.77005970463884, 73.38776038416245
2, female, Punjab, 6708821511, 148.9792665901041, 58.3204765976566
18, male, Gujarat, 9893871264, 159.06896811600564, 64.17028500033967
45, female, Arunachal_Pradesh, 6998247525, 157.75182610686036, 59.77367861093489
91, female, Uttar Pradesh, 8364770221, 164.9981664483431, 74.86978167412909
50, female, Jharkhand, 8859211440, 166.0068791901801, 72.87344646627035
84, female, Sikkim, 7220491701, 188.89853364886753, 74.92279593658647
54, female, Uttarakhand, 6264361522, 145.4691608710487, 72.5020438205976
94, male, Maharashtra, 6688869612, 162.5968746297023, 69.58435163329814
64, male, Karnataka, 7971891852, 159.02417233604328, 75.10012146054265
7, male, Odisha, 7665541227, 161.59133240758536, 75.95493527142726
100, male, Bihar, 7500220655, 149.5387656261706, 68.09349136501734
97, female, Punjab, 7535023499, 154.17344033304295, 75.20035216402586
33, male, Sikkim, 6608540964, 160.13896801543362, 72.41136693075451
